person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,loan_income_ratio,emp_category
25,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,6.03,0,0.18,N,2,Medium Income,0.18,Mid
24,46151,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.13,N,4,Medium Income,0.130008017161058,Mid
21,46200,RENT,5.0,EDUCATION,A,6000,,0,0.13,N,4,Medium Income,0.12987012987013,Mid
25,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,5.42,0,0.16,N,4,Medium Income,0.16,Mid
23,46443,RENT,7.0,EDUCATION,A,6000,7.9,0,0.13,N,4,Medium Income,0.129190620760933,Experienced
26,50000,OWN,8.0,PERSONAL,C,4200,12.99,0,0.08,Y,4,Medium Income,0.084,Experienced
24,50000,MORTGAGE,8.0,PERSONAL,B,8000,10.99,0,0.16,N,3,Medium Income,0.16,Experienced
25,46500,RENT,1.0,EDUCATION,B,6000,8.88,0,0.13,N,2,Medium Income,0.129032258064516,New
22,40680,RENT,2.0,HOMEIMPROVEMENT,B,6000,11.36,1,0.15,N,4,Medium Income,0.147492625368732,Mid
24,47000,RENT,7.0,VENTURE,A,6000,8.9,0,0.13,N,3,Medium Income,0.127659574468085,Experienced
23,50000,MORTGAGE,2.0,VENTURE,A,6400,8.49,0,0.13,N,4,Medium Income,0.128,Mid
25,47000,RENT,6.0,VENTURE,B,6000,11.71,0,0.13,N,2,Medium Income,0.127659574468085,Experienced
24,47000,RENT,8.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.13,N,4,Medium Income,0.127659574468085,Experienced
24,47000,RENT,3.0,PERSONAL,A,6000,7.66,0,0.13,N,2,Medium Income,0.127659574468085,Mid
22,47000,RENT,2.0,MEDICAL,A,6000,5.42,0,0.13,N,3,Medium Income,0.127659574468085,Mid
25,47000,RENT,1.0,EDUCATION,C,6000,12.87,0,0.13,Y,3,Medium Income,0.127659574468085,New
26,47000,RENT,1.0,DEBTCONSOLIDATION,B,6000,10.33,0,0.13,N,4,Medium Income,0.127659574468085,New
23,41500,RENT,3.0,EDUCATION,E,6000,16.7,1,0.14,N,2,Medium Income,0.144578313253012,Mid
26,50000,OWN,10.0,PERSONAL,A,14400,7.49,0,0.29,N,4,Medium Income,0.288,Experienced
24,41628,RENT,6.0,DEBTCONSOLIDATION,C,6000,11.28,1,0.14,Y,2,Medium Income,0.144133756125685,Experienced
24,47928,RENT,1.0,MEDICAL,B,6000,12.53,0,0.13,N,2,Medium Income,0.125187781672509,New
23,44000,MORTGAGE,3.0,MEDICAL,B,5400,10.99,1,0.12,N,2,Medium Income,0.122727272727273,Mid
24,48000,RENT,0.0,EDUCATION,A,6000,,0,0.13,N,3,Medium Income,0.125,New
26,44000,MORTGAGE,6.0,EDUCATION,A,10000,5.42,1,0.23,N,4,Medium Income,0.227272727272727,Experienced
23,50000,OWN,0.0,VENTURE,B,2800,10.59,0,0.06,N,2,Medium Income,0.056,New
23,42000,RENT,1.0,HOMEIMPROVEMENT,C,6000,12.99,1,0.14,N,4,Medium Income,0.142857142857143,New
26,50000,MORTGAGE,8.0,VENTURE,B,8000,10.59,0,0.16,N,2,Medium Income,0.16,Experienced
25,48000,RENT,2.0,MEDICAL,C,6000,12.99,0,0.13,Y,3,Medium Income,0.125,Mid
22,48000,RENT,6.0,VENTURE,A,6000,7.49,0,0.13,N,4,Medium Income,0.125,Experienced
25,48000,RENT,2.0,PERSONAL,B,6000,10.37,0,0.13,N,4,Medium Income,0.125,Mid
24,50000,MORTGAGE,7.0,VENTURE,D,11000,16.89,0,0.22,N,3,Medium Income,0.22,Experienced
26,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12375,10.99,0,0.25,N,3,Medium Income,0.2475,Mid
23,50000,MORTGAGE,5.0,VENTURE,A,3600,5.99,0,0.07,N,2,Medium Income,0.072,Mid
21,48000,RENT,5.0,VENTURE,C,6000,13.48,0,0.13,N,4,Medium Income,0.125,Mid
22,50000,MORTGAGE,6.0,VENTURE,B,7200,,0,0.14,N,3,Medium Income,0.144,Experienced
22,44000,MORTGAGE,6.0,VENTURE,D,6400,15.99,1,0.15,Y,2,Medium Income,0.145454545454545,Experienced
25,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9800,7.49,1,0.22,N,4,Medium Income,0.222727272727273,Experienced
24,42000,RENT,2.0,HOMEIMPROVEMENT,D,6000,14.96,1,0.14,Y,3,Medium Income,0.142857142857143,Mid
26,48000,RENT,0.0,EDUCATION,A,6000,8.59,0,0.13,N,4,Medium Income,0.125,New
26,50000,OWN,10.0,PERSONAL,A,7500,5.99,0,0.15,N,2,Medium Income,0.15,Experienced
23,50000,MORTGAGE,3.0,MEDICAL,B,10000,10.99,0,0.2,N,3,Medium Income,0.2,Mid
22,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9000,8.49,0,0.18,N,2,Medium Income,0.18,Experienced
23,48000,RENT,3.0,EDUCATION,B,6000,11.89,0,0.13,N,3,Medium Income,0.125,Mid
23,42000,RENT,3.0,DEBTCONSOLIDATION,D,6000,14.42,1,0.14,N,4,Medium Income,0.142857142857143,Mid
23,50000,OWN,7.0,VENTURE,A,2050,7.49,0,0.04,N,2,Medium Income,0.041,Experienced
23,42000,RENT,2.0,PERSONAL,C,6000,12.41,1,0.14,N,4,Medium Income,0.142857142857143,Mid
24,48000,RENT,8.0,MEDICAL,C,6000,12.22,0,0.13,Y,4,Medium Income,0.125,Experienced
23,48500,RENT,1.0,MEDICAL,A,6000,9.32,0,0.12,N,3,Medium Income,0.123711340206186,New
23,44000,MORTGAGE,7.0,PERSONAL,A,10000,8.49,1,0.23,N,4,Medium Income,0.227272727272727,Experienced
22,48996,RENT,6.0,PERSONAL,B,6000,,0,0.12,N,2,Medium Income,0.122458976242959,Experienced
23,49000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.9,0,0.12,N,3,Medium Income,0.122448979591837,Experienced
22,50000,OWN,1.0,MEDICAL,A,3600,,0,0.07,N,2,Medium Income,0.072,New
24,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,6000,13.99,0,0.12,Y,4,Medium Income,0.12,Experienced
25,49000,RENT,8.0,EDUCATION,C,6000,,0,0.12,Y,2,Medium Income,0.122448979591837,Experienced
23,49152,RENT,2.0,PERSONAL,A,6000,7.9,0,0.12,N,3,Medium Income,0.1220703125,Mid
21,49200,RENT,4.0,EDUCATION,C,6000,13.72,0,0.12,N,3,Medium Income,0.121951219512195,Mid
22,50000,MORTGAGE,4.0,MEDICAL,B,8000,10.59,0,0.16,N,4,Medium Income,0.16,Mid
24,49500,RENT,9.0,EDUCATION,D,6000,16.07,0,0.12,Y,4,Medium Income,0.121212121212121,Experienced
21,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5375,7.49,0,0.11,N,3,Medium Income,0.1075,Mid
22,50000,RENT,4.0,MEDICAL,B,6000,10.65,0,0.12,N,2,Medium Income,0.12,Mid
23,50000,RENT,4.0,DEBTCONSOLIDATION,B,6000,11.49,0,0.12,N,3,Medium Income,0.12,Mid
23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.99,0,0.3,N,4,Medium Income,0.3,Experienced
24,50000,RENT,0.0,PERSONAL,A,6000,7.49,0,0.12,N,4,Medium Income,0.12,New
24,44000,MORTGAGE,,MEDICAL,B,5000,11.99,1,0.11,N,3,Medium Income,0.113636363636364,Experienced
24,50000,RENT,5.0,MEDICAL,C,6000,14.79,0,0.12,N,4,Medium Income,0.12,Mid
22,50000,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.49,0,0.12,Y,2,Medium Income,0.12,Mid
25,50000,RENT,1.0,MEDICAL,C,6000,14.79,0,0.12,Y,3,Medium Income,0.12,New
24,50000,MORTGAGE,8.0,EDUCATION,A,9600,6.99,0,0.19,N,3,Medium Income,0.192,Experienced
23,50000,RENT,4.0,VENTURE,C,6000,13.49,0,0.12,N,3,Medium Income,0.12,Mid
25,50000,RENT,5.0,HOMEIMPROVEMENT,C,6000,12.99,0,0.12,Y,3,Medium Income,0.12,Mid
22,50000,OWN,4.0,PERSONAL,B,5000,12.62,0,0.1,N,3,Medium Income,0.1,Mid
26,50000,RENT,4.0,PERSONAL,B,6000,,0,0.12,N,3,Medium Income,0.12,Mid
24,50000,MORTGAGE,5.0,PERSONAL,B,3500,10.99,0,0.07,N,2,Medium Income,0.07,Mid
24,50000,RENT,1.0,MEDICAL,A,6000,5.79,0,0.12,N,4,Medium Income,0.12,New
26,50000,OWN,7.0,MEDICAL,A,12000,8.49,0,0.24,N,4,Medium Income,0.24,Experienced
23,50000,RENT,4.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.12,N,2,Medium Income,0.12,Mid
21,50000,MORTGAGE,5.0,PERSONAL,B,7000,10.59,0,0.14,N,3,Medium Income,0.14,Mid
25,50000,RENT,9.0,HOMEIMPROVEMENT,C,6000,14.17,0,0.12,N,3,Medium Income,0.12,Experienced
21,50000,RENT,5.0,MEDICAL,B,6000,10.75,0,0.12,N,2,Medium Income,0.12,Mid
22,50000,RENT,3.0,DEBTCONSOLIDATION,B,6000,10.25,0,0.12,N,3,Medium Income,0.12,Mid
24,50000,MORTGAGE,8.0,EDUCATION,B,15000,9.99,0,0.3,N,3,Medium Income,0.3,Experienced
23,50000,RENT,5.0,PERSONAL,B,6000,11.48,0,0.12,N,3,Medium Income,0.12,Mid
22,44000,MORTGAGE,6.0,MEDICAL,A,5000,5.42,1,0.11,N,4,Medium Income,0.113636363636364,Experienced
26,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10800,10.99,0,0.22,N,4,Medium Income,0.216,Experienced
23,50000,OWN,4.0,VENTURE,A,4800,5.99,0,0.1,N,3,Medium Income,0.096,Mid
22,50000,RENT,6.0,PERSONAL,B,6000,11.89,0,0.12,N,2,Medium Income,0.12,Experienced
23,50000,MORTGAGE,6.0,VENTURE,A,7000,5.99,0,0.14,N,3,Medium Income,0.14,Experienced
22,50000,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.46,0,0.12,N,4,Medium Income,0.12,Mid
22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6400,7.29,0,0.13,N,4,Medium Income,0.128,New
26,44000,MORTGAGE,4.0,PERSONAL,B,11500,9.63,1,0.26,N,3,Medium Income,0.261363636363636,Mid
22,50508,RENT,5.0,VENTURE,A,6000,5.42,0,0.12,N,3,Medium Income,0.118793062485151,Mid
24,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,10.0,0,0.1,N,4,Medium Income,0.1,Mid
23,50000,MORTGAGE,3.0,PERSONAL,A,6000,6.92,0,0.12,N,2,Medium Income,0.12,Mid
22,50650,RENT,4.0,DEBTCONSOLIDATION,B,6000,11.86,0,0.12,N,2,Medium Income,0.118460019743337,Mid
24,50000,MORTGAGE,8.0,EDUCATION,A,3000,7.66,0,0.06,N,2,Medium Income,0.06,Experienced
24,50740,RENT,0.0,MEDICAL,A,6000,9.63,0,0.12,N,3,Medium Income,0.118249901458415,New
24,45000,RENT,0.0,MEDICAL,E,6000,17.19,1,0.13,N,3,Medium Income,0.133333333333333,New
25,50000,MORTGAGE,9.0,PERSONAL,A,10000,6.92,0,0.2,N,2,Medium Income,0.2,Experienced
26,51356,RENT,4.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.12,N,4,Medium Income,0.116831528935275,Mid
26,51500,RENT,3.0,MEDICAL,B,6000,10.75,0,0.12,N,3,Medium Income,0.116504854368932,Mid
25,51541,RENT,0.0,DEBTCONSOLIDATION,B,6000,12.18,0,0.12,N,4,Medium Income,0.116412176713684,New
26,45928,RENT,5.0,HOMEIMPROVEMENT,A,6000,7.9,1,0.13,N,4,Medium Income,0.130639261452709,Mid
23,52000,RENT,4.0,DEBTCONSOLIDATION,C,6000,14.22,0,0.12,N,4,Medium Income,0.115384615384615,Mid
25,50000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,10.0,0,0.16,N,2,Medium Income,0.16,Experienced
25,52000,RENT,2.0,VENTURE,C,6000,12.87,0,0.12,Y,4,Medium Income,0.115384615384615,Mid
25,52000,RENT,4.0,VENTURE,D,6000,14.96,0,0.12,Y,2,Medium Income,0.115384615384615,Mid
26,52000,RENT,10.0,HOMEIMPROVEMENT,E,6000,15.68,0,0.12,N,3,Medium Income,0.115384615384615,Experienced
24,52800,RENT,3.0,HOMEIMPROVEMENT,B,6000,9.91,0,0.11,N,4,Medium Income,0.113636363636364,Mid
22,50000,OWN,6.0,VENTURE,A,6400,6.92,0,0.13,N,4,Medium Income,0.128,Experienced
25,53000,RENT,9.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.11,N,4,Medium Income,0.113207547169811,Experienced
22,50000,OWN,3.0,EDUCATION,A,5000,7.29,0,0.1,N,4,Medium Income,0.1,Mid
24,53000,RENT,0.0,EDUCATION,B,6000,11.49,0,0.11,N,2,Medium Income,0.113207547169811,New
23,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.12,N,4,Medium Income,0.12,Mid
22,53819,RENT,2.0,EDUCATION,A,6000,7.42,0,0.11,N,3,Medium Income,0.111484791616344,Mid
26,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,,0,0.2,N,3,Medium Income,0.2,Experienced
22,50000,MORTGAGE,6.0,VENTURE,A,6800,6.92,0,0.14,N,4,Medium Income,0.136,Experienced
22,50000,MORTGAGE,3.0,PERSONAL,B,6000,11.11,0,0.12,N,3,Medium Income,0.12,Mid
22,54000,RENT,6.0,PERSONAL,C,6000,12.98,0,0.11,N,3,Medium Income,0.111111111111111,Experienced
24,54000,RENT,2.0,EDUCATION,A,6000,7.14,0,0.11,N,3,Medium Income,0.111111111111111,Mid
26,48000,RENT,0.0,PERSONAL,E,6000,16.45,1,0.13,N,4,Medium Income,0.125,New
26,50000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000,,0,0.12,N,3,Medium Income,0.12,Experienced
25,54000,RENT,4.0,HOMEIMPROVEMENT,A,6000,8.59,0,0.11,N,4,Medium Income,0.111111111111111,Mid
23,54000,RENT,0.0,EDUCATION,C,6000,12.53,0,0.11,Y,4,Medium Income,0.111111111111111,New
23,54516,RENT,,VENTURE,B,6000,9.91,0,0.11,N,3,Medium Income,0.11005943209333,Experienced
22,50000,MORTGAGE,7.0,VENTURE,B,8800,11.11,0,0.18,N,4,Medium Income,0.176,Experienced
22,50000,MORTGAGE,4.0,EDUCATION,A,12000,7.29,0,0.24,N,3,Medium Income,0.24,Mid
25,50000,MORTGAGE,5.0,EDUCATION,C,4000,13.43,0,0.08,Y,3,Medium Income,0.08,Mid
26,48700,RENT,0.0,MEDICAL,D,6000,14.59,1,0.12,N,3,Medium Income,0.123203285420945,New
22,54996,RENT,4.0,VENTURE,B,6000,10.75,0,0.11,N,3,Medium Income,0.109098843552258,Mid
26,50000,MORTGAGE,1.0,VENTURE,B,15000,10.37,0,0.3,N,2,Medium Income,0.3,New
25,50000,MORTGAGE,9.0,PERSONAL,A,12000,,0,0.24,N,2,Medium Income,0.24,Experienced
25,55000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.11,N,2,Medium Income,0.109090909090909,New
22,55000,RENT,6.0,EDUCATION,C,6000,14.27,0,0.11,Y,2,Medium Income,0.109090909090909,Experienced
23,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,14400,10.0,0,0.29,N,2,Medium Income,0.288,Mid
22,55000,RENT,2.0,EDUCATION,A,6000,8.9,0,0.11,N,3,Medium Income,0.109090909090909,Mid
25,55000,RENT,3.0,HOMEIMPROVEMENT,B,6000,,0,0.11,N,3,Medium Income,0.109090909090909,Mid
24,55000,RENT,0.0,DEBTCONSOLIDATION,A,6000,6.03,0,0.11,N,4,Medium Income,0.109090909090909,New
22,55000,RENT,6.0,EDUCATION,A,6000,6.62,0,0.11,N,2,Medium Income,0.109090909090909,Experienced
24,50000,MORTGAGE,2.0,PERSONAL,A,7000,5.42,0,0.14,N,4,Medium Income,0.14,Mid
23,55000,RENT,7.0,EDUCATION,B,6000,10.99,0,0.11,N,2,Medium Income,0.109090909090909,Experienced
22,55000,RENT,6.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.11,N,3,Medium Income,0.109090909090909,Experienced
21,49000,RENT,4.0,VENTURE,D,6000,15.99,1,0.12,N,4,Medium Income,0.122448979591837,Mid
26,55000,RENT,10.0,MEDICAL,A,6000,5.42,0,0.11,N,4,Medium Income,0.109090909090909,Experienced
22,55000,RENT,7.0,EDUCATION,B,6000,9.25,0,0.11,N,3,Medium Income,0.109090909090909,Experienced
22,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5150,8.88,0,0.1,N,2,Medium Income,0.103,Mid
24,50000,MORTGAGE,8.0,MEDICAL,A,12000,5.42,0,0.24,N,2,Medium Income,0.24,Experienced
21,49000,RENT,5.0,DEBTCONSOLIDATION,D,6000,14.84,1,0.12,Y,4,Medium Income,0.122448979591837,Mid
26,55000,RENT,6.0,HOMEIMPROVEMENT,A,6000,7.14,0,0.11,N,4,Medium Income,0.109090909090909,Experienced
21,55000,RENT,3.0,EDUCATION,B,6000,10.99,0,0.11,N,3,Medium Income,0.109090909090909,Mid
22,55000,RENT,5.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.11,N,3,Medium Income,0.109090909090909,Mid
22,50000,MORTGAGE,4.0,PERSONAL,B,7000,9.25,0,0.14,N,3,Medium Income,0.14,Mid
26,49200,RENT,7.0,MEDICAL,D,6000,16.49,1,0.12,Y,2,Medium Income,0.121951219512195,Experienced
25,50000,MORTGAGE,5.0,EDUCATION,B,12000,,0,0.24,N,2,Medium Income,0.24,Mid
21,55600,RENT,2.0,MEDICAL,A,6000,,0,0.11,N,4,Medium Income,0.107913669064748,Mid
23,56000,RENT,6.0,EDUCATION,A,6000,7.49,0,0.11,N,4,Medium Income,0.107142857142857,Experienced
25,50000,MORTGAGE,7.0,PERSONAL,C,6600,12.61,0,0.13,Y,3,Medium Income,0.132,Experienced
24,50000,MORTGAGE,5.0,PERSONAL,A,6000,6.17,0,0.12,N,2,Medium Income,0.12,Mid
25,56000,RENT,1.0,HOMEIMPROVEMENT,B,6000,10.74,0,0.11,N,2,Medium Income,0.107142857142857,New
25,50000,MORTGAGE,9.0,EDUCATION,A,5000,5.79,0,0.1,N,2,Medium Income,0.1,Experienced
26,44000,MORTGAGE,3.0,EDUCATION,A,22500,,1,0.51,N,3,Medium Income,0.511363636363636,Mid
22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12800,5.79,0,0.26,N,2,Medium Income,0.256,New
23,50000,RENT,1.0,DEBTCONSOLIDATION,B,6000,11.48,1,0.12,N,4,Medium Income,0.12,New
24,57000,RENT,0.0,VENTURE,A,6000,7.9,0,0.11,N,3,Medium Income,0.105263157894737,New
25,57000,RENT,5.0,PERSONAL,A,6000,8.0,0,0.11,N,3,Medium Income,0.105263157894737,Mid
22,58000,RENT,2.0,PERSONAL,A,6000,6.92,0,0.1,N,4,Medium Income,0.103448275862069,Mid
25,58000,RENT,3.0,MEDICAL,B,6000,12.18,0,0.1,N,4,Medium Income,0.103448275862069,Mid
21,50000,MORTGAGE,5.0,MEDICAL,A,15000,6.54,0,0.3,N,4,Medium Income,0.3,Mid
23,50000,MORTGAGE,4.0,VENTURE,E,15250,15.95,0,0.3,N,3,Medium Income,0.305,Mid
22,50000,OWN,2.0,MEDICAL,D,10400,,0,0.21,Y,4,Medium Income,0.208,Mid
24,58000,RENT,3.0,VENTURE,C,6000,12.87,0,0.1,Y,2,Medium Income,0.103448275862069,Mid
25,50000,OWN,3.0,MEDICAL,A,10000,,0,0.2,N,3,Medium Income,0.2,Mid
22,52800,RENT,6.0,EDUCATION,C,6000,11.97,1,0.11,N,2,Medium Income,0.113636363636364,Experienced
22,50000,MORTGAGE,5.0,VENTURE,B,10000,10.36,0,0.2,N,3,Medium Income,0.2,Mid
22,50000,MORTGAGE,6.0,PERSONAL,B,8000,11.12,0,0.16,N,3,Medium Income,0.16,Experienced
25,59366,RENT,4.0,MEDICAL,B,6000,11.11,0,0.1,N,2,Medium Income,0.101067951352626,Mid
24,59400,RENT,8.0,DEBTCONSOLIDATION,A,6000,7.9,0,0.1,N,3,Medium Income,0.101010101010101,Experienced
24,50000,MORTGAGE,2.0,EDUCATION,D,25000,15.58,0,0.5,Y,3,Medium Income,0.5,Mid
23,59785,RENT,2.0,EDUCATION,A,6000,8.94,0,0.1,N,3,Medium Income,0.100359621978757,Mid
23,60000,RENT,1.0,DEBTCONSOLIDATION,A,6000,,0,0.1,N,2,Medium Income,0.1,New
22,50000,MORTGAGE,7.0,EDUCATION,A,12800,7.88,0,0.26,N,3,Medium Income,0.256,Experienced
25,50000,MORTGAGE,9.0,PERSONAL,C,2500,13.61,0,0.05,N,3,Medium Income,0.05,Experienced
22,60000,RENT,5.0,EDUCATION,B,6000,11.49,0,0.1,N,4,Medium Income,0.1,Mid
22,50000,OWN,2.0,EDUCATION,B,5600,11.86,0,0.11,N,2,Medium Income,0.112,Mid
22,60000,RENT,6.0,MEDICAL,B,6000,11.99,0,0.1,N,3,Medium Income,0.1,Experienced
23,54000,RENT,5.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.11,Y,4,Medium Income,0.111111111111111,Mid
24,50000,MORTGAGE,4.0,MEDICAL,A,4000,,0,0.08,N,2,Medium Income,0.08,Mid
24,54000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,1,0.11,N,2,Medium Income,0.111111111111111,Mid
21,60000,RENT,5.0,MEDICAL,A,6000,,0,0.1,N,4,Medium Income,0.1,Mid
25,60000,RENT,9.0,PERSONAL,D,6000,14.54,0,0.1,Y,3,Medium Income,0.1,Experienced
23,54000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.09,1,0.11,Y,3,Medium Income,0.111111111111111,Mid
26,50000,OWN,11.0,HOMEIMPROVEMENT,B,1800,11.49,0,0.04,N,4,Medium Income,0.036,Experienced
26,50000,MORTGAGE,10.0,PERSONAL,A,10000,7.51,0,0.2,N,3,Medium Income,0.2,Experienced
24,50000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.18,N,2,Medium Income,0.18,Experienced
25,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,4800,13.61,0,0.1,Y,2,Medium Income,0.096,Mid
24,60000,RENT,9.0,MEDICAL,A,6000,7.51,0,0.1,N,3,Medium Income,0.1,Experienced
25,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,,0,0.08,N,4,Medium Income,0.08,Mid
23,50000,OWN,3.0,PERSONAL,B,1500,11.49,0,0.03,N,2,Medium Income,0.03,Mid
23,50000,MORTGAGE,2.0,EDUCATION,C,8000,13.61,0,0.16,N,2,Medium Income,0.16,Mid
23,54000,RENT,6.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.11,N,2,Medium Income,0.111111111111111,Experienced
24,60000,RENT,0.0,HOMEIMPROVEMENT,B,6000,11.48,0,0.1,N,2,Medium Income,0.1,New
22,50000,MORTGAGE,4.0,EDUCATION,A,5000,7.51,0,0.1,N,2,Medium Income,0.1,Mid
23,60495,RENT,8.0,MEDICAL,A,6000,,0,0.1,N,3,Medium Income,0.0991817505578974,Experienced
26,50000,OWN,5.0,MEDICAL,A,3250,7.51,0,0.07,N,2,Medium Income,0.065,Mid
25,61000,RENT,9.0,EDUCATION,A,6000,,0,0.1,N,4,Medium Income,0.0983606557377049,Experienced
23,44000,MORTGAGE,7.0,PERSONAL,A,8500,7.14,1,0.19,N,3,Medium Income,0.193181818181818,Experienced
22,61104,RENT,6.0,EDUCATION,B,6000,,0,0.1,N,4,Medium Income,0.0981932443047918,Experienced
23,50000,MORTGAGE,2.0,PERSONAL,B,4000,11.86,0,0.08,N,3,Medium Income,0.08,Mid
25,50000,OWN,9.0,VENTURE,C,12000,13.98,0,0.24,N,2,Medium Income,0.24,Experienced
21,62000,RENT,2.0,EDUCATION,B,6000,10.25,0,0.1,N,4,Medium Income,0.0967741935483871,Mid
25,62000,RENT,2.0,VENTURE,A,6000,,0,0.1,N,3,Medium Income,0.0967741935483871,Mid
22,24000,RENT,6.0,DEBTCONSOLIDATION,B,7125,9.67,0,0.3,N,3,Low Income,0.296875,Experienced
22,50000,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.3,N,3,Medium Income,0.3,Mid
23,25279,RENT,7.0,PERSONAL,D,7125,17.58,0,0.28,Y,4,Low Income,0.281854503738281,Experienced
22,26124,RENT,2.0,EDUCATION,A,7125,5.79,0,0.27,N,2,Low Income,0.272737712448323,Mid
22,28000,RENT,6.0,DEBTCONSOLIDATION,B,7125,,0,0.25,N,4,Low Income,0.254464285714286,Experienced
24,70000,RENT,8.0,VENTURE,A,7125,6.92,0,0.1,N,2,Medium Income,0.101785714285714,Experienced
22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.2,N,4,Medium Income,0.2,Experienced
26,15000,RENT,2.0,MEDICAL,B,7100,9.99,1,0.47,N,4,Low Income,0.473333333333333,Mid
23,25000,RENT,1.0,PERSONAL,A,7100,7.9,0,0.28,N,2,Low Income,0.284,New
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.1,N,2,Medium Income,0.1,Experienced
25,33000,RENT,1.0,VENTURE,C,7100,14.65,1,0.22,Y,4,Medium Income,0.215151515151515,New
23,50000,MORTGAGE,4.0,EDUCATION,B,20000,10.62,0,0.4,N,4,Medium Income,0.4,Mid
23,44400,RENT,2.0,DEBTCONSOLIDATION,A,7100,6.99,1,0.16,N,3,Medium Income,0.15990990990991,Mid
25,95000,RENT,3.0,DEBTCONSOLIDATION,A,7100,6.99,0,0.07,N,2,High Income,0.0747368421052632,Mid
25,96000,RENT,9.0,HOMEIMPROVEMENT,A,7075,5.99,0,0.07,N,4,High Income,0.0736979166666667,Experienced
22,50000,MORTGAGE,3.0,EDUCATION,A,2500,7.51,0,0.05,N,4,Medium Income,0.05,Mid
22,30500,RENT,0.0,EDUCATION,A,7025,6.54,1,0.23,N,4,Medium Income,0.230327868852459,New
22,10000,RENT,0.0,HOMEIMPROVEMENT,B,7000,12.21,1,0.7,N,2,Low Income,0.7,New
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,N,2,Medium Income,0.36,Experienced
22,50000,OWN,2.0,VENTURE,C,6000,14.22,0,0.12,N,2,Medium Income,0.12,Mid
22,15090,RENT,0.0,EDUCATION,A,7000,8.94,1,0.46,N,4,Low Income,0.463883366467859,New
21,15600,RENT,,EDUCATION,A,7000,7.51,1,0.45,N,2,Low Income,0.448717948717949,Experienced
21,17000,RENT,,DEBTCONSOLIDATION,B,7000,10.62,1,0.41,N,2,Low Income,0.411764705882353,Experienced
22,18000,RENT,1.0,HOMEIMPROVEMENT,B,7000,10.65,1,0.39,N,2,Low Income,0.388888888888889,New
25,50000,MORTGAGE,4.0,PERSONAL,A,6000,6.76,0,0.12,N,3,Medium Income,0.12,Mid
23,18000,RENT,1.0,PERSONAL,A,7000,7.88,1,0.39,N,4,Low Income,0.388888888888889,New
21,18000,RENT,5.0,HOMEIMPROVEMENT,B,7000,11.14,1,0.39,N,4,Low Income,0.388888888888889,Mid
22,50000,MORTGAGE,0.0,PERSONAL,A,6250,7.88,0,0.13,N,2,Medium Income,0.125,New
23,18500,RENT,,EDUCATION,A,7000,7.66,1,0.38,N,4,Low Income,0.378378378378378,Experienced
